>[    3.485220] random 0028 0000 0000 cadf44cd e6e5b548: add_disk_randomness(8:0) cadf44cd e6e5b548
[    5.780207] random 0134 0000 0000 19b1dbb8 85add641: urand_change_num 3702 extract_buf: pool_sig ffffff72, data_sig ffffff50, bytes_mixed 20 19b1dbb8 85add641
[    5.784641] RANDOM get_random_int call with cycles 50376962450403, jiffies 4294893741 and pid 1
[    5.785053] random 0134 0000 0000 47fea819 ed54da87: rand_read_num 858 get_random_bytes(16): sig 00000070 47fea819 ed54da87
[    5.785056] random 0134 0000 0000 47fea819 ed54da87: extract_entropy(.. 16 ..)
[    5.785059] random 0134 0000 0000 47fea819 ed54da87: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.785061] random 0134 0000 0000 47fea819 ed54da87: extract_entropy(.. 16 ..)
[    5.785064] random 0134 0000 0000 47fea819 ed54da87: trying to extract 128 bits from input
[    5.785066] random 0134 0000 0000 47fea819 ed54da87: debiting 0 entropy credits from input
[    5.785068] random 0134 0000 0000 47fea819 ed54da87: extract_entropy account returned: 0 
[    5.785071] random 0134 0000 0000 47fea819 ed54da87: urand_change_num 3703 xfer_secondary_pool(16): pool_sig 00000070, data_sig 00000000, bytes_mixed 0 47fea819 ed54da87
[    5.785074] random 0134 0000 0000 47fea819 ed54da87: trying to extract 128 bits from nonblocking
[    5.785076] random 0134 0000 0000 47fea819 ed54da87: debiting 128 entropy credits from nonblocking (unlimited)
[    5.785079] random 0134 0000 0000 47fea819 ed54da87: extract_entropy account returned: 16 
[    5.785082] random 0134 0000 0000 47fea819 ed54da87: urand_change_num 3704 extract_buf: pool_sig 00000070, data_sig ffffff6a, bytes_mixed 20 47fea819 ed54da87
[    5.785087] random 0134 0000 0000 47fea819 ed54da87: urand_change_num 3705 extract_buf: pool_sig fffffa20, data_sig ffffffc0, bytes_mixed 20 47fea819 ed54da87
[    5.788130] random 0134 0000 0000 9c631f9a 907742c1: rand_read_num 859 get_random_bytes(16): sig fffffc10 9c631f9a 907742c1
[    5.788133] random 0134 0000 0000 9c631f9a 907742c1: extract_entropy(.. 16 ..)
[    5.788136] random 0134 0000 0000 9c631f9a 907742c1: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.788138] random 0134 0000 0000 9c631f9a 907742c1: extract_entropy(.. 16 ..)
[    5.788141] random 0134 0000 0000 9c631f9a 907742c1: trying to extract 128 bits from input
[    5.788143] random 0134 0000 0000 9c631f9a 907742c1: debiting 0 entropy credits from input
[    5.788145] random 0134 0000 0000 9c631f9a 907742c1: extract_entropy account returned: 0 
[    5.788148] random 0134 0000 0000 9c631f9a 907742c1: urand_change_num 3706 xfer_secondary_pool(16): pool_sig fffffc10, data_sig 00000000, bytes_mixed 0 9c631f9a 907742c1
[    5.788151] random 0134 0000 0000 9c631f9a 907742c1: trying to extract 128 bits from nonblocking
[    5.788153] random 0134 0000 0000 9c631f9a 907742c1: debiting 128 entropy credits from nonblocking (unlimited)
[    5.788155] random 0134 0000 0000 9c631f9a 907742c1: extract_entropy account returned: 16 
[    5.788159] random 0134 0000 0000 9c631f9a 907742c1: urand_change_num 3707 extract_buf: pool_sig fffffc10, data_sig 00000101, bytes_mixed 20 9c631f9a 907742c1
[    5.788163] random 0134 0000 0000 dd64d5ac 506c460b: urand_change_num 3708 extract_buf: pool_sig 000004e0, data_sig fffffcca, bytes_mixed 20 dd64d5ac 506c460b
[    5.789533] RANDOM get_random_int call with cycles 50376974182383, jiffies 4294893742 and pid 1
[    5.789882] random 0134 0000 0000 dd64d5ac 506c460b: rand_read_num 860 get_random_bytes(16): sig 00000246 dd64d5ac 506c460b
[    5.789885] random 0134 0000 0000 dd64d5ac 506c460b: extract_entropy(.. 16 ..)
[    5.789897] random 0134 0000 0000 dd64d5ac 506c460b: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.789900] random 0134 0000 0000 dd64d5ac 506c460b: extract_entropy(.. 16 ..)
[    5.789902] random 0134 0000 0000 dd64d5ac 506c460b: trying to extract 128 bits from input
[    5.789905] random 0134 0000 0000 dd64d5ac 506c460b: debiting 0 entropy credits from input
[    5.789907] random 0134 0000 0000 dd64d5ac 506c460b: extract_entropy account returned: 0 
[    5.789910] random 0134 0000 0000 dd64d5ac 506c460b: urand_change_num 3709 xfer_secondary_pool(16): pool_sig 00000246, data_sig 00000000, bytes_mixed 0 dd64d5ac 506c460b
[    5.789913] random 0134 0000 0000 dd64d5ac 506c460b: trying to extract 128 bits from nonblocking
[    5.789916] random 0134 0000 0000 dd64d5ac 506c460b: debiting 128 entropy credits from nonblocking (unlimited)
[    5.789918] random 0134 0000 0000 dd64d5ac 506c460b: extract_entropy account returned: 16 
[    5.789922] random 0134 0000 0000 dd64d5ac 506c460b: urand_change_num 3710 extract_buf: pool_sig 00000246, data_sig ffffff33, bytes_mixed 20 dd64d5ac 506c460b
[    5.789927] random 0134 0000 0000 9627bc6c f5828c02: urand_change_num 3711 extract_buf: pool_sig fffffb22, data_sig fffffdf1, bytes_mixed 20 9627bc6c f5828c02
[    5.796189] random 0134 0000 0000 9627bc6c f5828c02: rand_read_num 861 get_random_bytes(16): sig fffffdf4 9627bc6c f5828c02
[    5.796193] random 0134 0000 0000 9627bc6c f5828c02: extract_entropy(.. 16 ..)
[    5.796196] random 0134 0000 0000 9627bc6c f5828c02: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.796198] random 0134 0000 0000 9627bc6c f5828c02: extract_entropy(.. 16 ..)
[    5.796200] random 0134 0000 0000 9627bc6c f5828c02: trying to extract 128 bits from input
[    5.796203] random 0134 0000 0000 9627bc6c f5828c02: debiting 0 entropy credits from input
[    5.796205] random 0134 0000 0000 9627bc6c f5828c02: extract_entropy account returned: 0 
[    5.796208] random 0134 0000 0000 9627bc6c f5828c02: urand_change_num 3712 xfer_secondary_pool(16): pool_sig fffffdf4, data_sig 00000000, bytes_mixed 0 9627bc6c f5828c02
[    5.796210] random 0134 0000 0000 9627bc6c f5828c02: trying to extract 128 bits from nonblocking
[    5.796213] random 0134 0000 0000 9627bc6c f5828c02: debiting 128 entropy credits from nonblocking (unlimited)
[    5.796215] random 0134 0000 0000 9627bc6c f5828c02: extract_entropy account returned: 16 
[    5.796219] random 0134 0000 0000 9627bc6c f5828c02: urand_change_num 3713 extract_buf: pool_sig fffffdf4, data_sig ffffffd5, bytes_mixed 20 9627bc6c f5828c02
[    5.796223] random 0134 0000 0000 6debe880 98b312a2: urand_change_num 3714 extract_buf: pool_sig 000000f0, data_sig ffffff86, bytes_mixed 20 6debe880 98b312a2
[    5.796723] random 0134 0000 0000 deb4e36e c5c08992: rand_read_num 862 get_random_bytes(16): sig fffffce2 deb4e36e c5c08992
[    5.796726] random 0134 0000 0000 deb4e36e c5c08992: extract_entropy(.. 16 ..)
[    5.796729] random 0134 0000 0000 deb4e36e c5c08992: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.796731] random 0134 0000 0000 deb4e36e c5c08992: extract_entropy(.. 16 ..)
[    5.796733] random 0134 0000 0000 deb4e36e c5c08992: trying to extract 128 bits from input
[    5.796736] random 0134 0000 0000 deb4e36e c5c08992: debiting 0 entropy credits from input
[    5.796738] random 0134 0000 0000 deb4e36e c5c08992: extract_entropy account returned: 0 
[    5.796740] random 0134 0000 0000 deb4e36e c5c08992: urand_change_num 3715 xfer_secondary_pool(16): pool_sig fffffce2, data_sig 00000000, bytes_mixed 0 deb4e36e c5c08992
[    5.796743] random 0134 0000 0000 deb4e36e c5c08992: trying to extract 128 bits from nonblocking
[    5.796746] random 0134 0000 0000 deb4e36e c5c08992: debiting 128 entropy credits from nonblocking (unlimited)
[    5.796748] random 0134 0000 0000 deb4e36e c5c08992: extract_entropy account returned: 16 
[    5.796751] random 0134 0000 0000 deb4e36e c5c08992: urand_change_num 3716 extract_buf: pool_sig fffffce2, data_sig fffffefe, bytes_mixed 20 deb4e36e c5c08992
[    5.796755] random 0134 0000 0000 deb4e36e c5c08992: urand_change_num 3717 extract_buf: pool_sig 000001fe, data_sig ffffff31, bytes_mixed 20 deb4e36e c5c08992
[    5.797187] random 0134 0000 0000 1d69c323 c1a0b508: add_disk_randomness(8:0) 1d69c323 c1a0b508
[    5.797192] random 0134 0000 0000 1d69c323 c1a0b508: add_timer_randomness(.. 8388864) with jiffies: 5674223973559099568, cycles: 5674223969264217553
[    5.797195] random 0134 0000 0000 1d69c323 c1a0b508: added 2 entropy credits to input
[    5.797783] init: udev-fallback-graphics main process (1028) terminated with status 1
[    5.798159] RANDOM get_random_int call with cycles 50376994868854, jiffies 4294893744 and pid 1
[    5.798493] random 0136 0000 0000 1d69c323 c1a0b508: rand_read_num 863 get_random_bytes(16): sig 0000055b 1d69c323 c1a0b508
[    5.798496] random 0136 0000 0000 1d69c323 c1a0b508: extract_entropy(.. 16 ..)
[    5.798499] random 0136 0000 0000 1d69c323 c1a0b508: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.798501] random 0136 0000 0000 1d69c323 c1a0b508: extract_entropy(.. 16 ..)
[    5.798504] random 0136 0000 0000 1d69c323 c1a0b508: trying to extract 128 bits from input
[    5.798506] random 0136 0000 0000 1d69c323 c1a0b508: debiting 0 entropy credits from input
[    5.798508] random 0136 0000 0000 1d69c323 c1a0b508: extract_entropy account returned: 0 
[    5.798511] random 0136 0000 0000 1d69c323 c1a0b508: urand_change_num 3718 xfer_secondary_pool(16): pool_sig 0000055b, data_sig 00000000, bytes_mixed 0 1d69c323 c1a0b508
[    5.798513] random 0136 0000 0000 1d69c323 c1a0b508: trying to extract 128 bits from nonblocking
[    5.798516] random 0136 0000 0000 1d69c323 c1a0b508: debiting 128 entropy credits from nonblocking (unlimited)
[    5.798518] random 0136 0000 0000 1d69c323 c1a0b508: extract_entropy account returned: 16 
[    5.798522] random 0136 0000 0000 1d69c323 c1a0b508: urand_change_num 3719 extract_buf: pool_sig 0000055b, data_sig ffffffee, bytes_mixed 20 1d69c323 c1a0b508
[    5.798526] random 0136 0000 0000 0c24aee6 67008f14: urand_change_num 3720 extract_buf: pool_sig 000002c7, data_sig 0000011a, bytes_mixed 20 0c24aee6 67008f14
[    5.808089] random 0136 0000 0000 0c24aee6 67008f14: rand_read_num 864 get_random_bytes(16): sig fffffd60 0c24aee6 67008f14
[    5.808093] random 0136 0000 0000 0c24aee6 67008f14: extract_entropy(.. 16 ..)
[    5.808096] random 0136 0000 0000 0c24aee6 67008f14: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.808098] random 0136 0000 0000 0c24aee6 67008f14: extract_entropy(.. 16 ..)
[    5.808101] random 0136 0000 0000 0c24aee6 67008f14: trying to extract 128 bits from input
[    5.808103] random 0136 0000 0000 0c24aee6 67008f14: debiting 0 entropy credits from input
[    5.808105] random 0136 0000 0000 0c24aee6 67008f14: extract_entropy account returned: 0 
[    5.808108] random 0136 0000 0000 0c24aee6 67008f14: urand_change_num 3721 xfer_secondary_pool(16): pool_sig fffffd60, data_sig 00000000, bytes_mixed 0 0c24aee6 67008f14
[    5.808111] random 0136 0000 0000 0c24aee6 67008f14: trying to extract 128 bits from nonblocking
[    5.808113] random 0136 0000 0000 0c24aee6 67008f14: debiting 128 entropy credits from nonblocking (unlimited)
[    5.808116] random 0136 0000 0000 0c24aee6 67008f14: extract_entropy account returned: 16 
[    5.808119] random 0136 0000 0000 0c24aee6 67008f14: urand_change_num 3722 extract_buf: pool_sig fffffd60, data_sig 00000031, bytes_mixed 20 0c24aee6 67008f14
[    5.808124] random 0136 0000 0000 d24b0803 c6fe26c0: urand_change_num 3723 extract_buf: pool_sig 0000012a, data_sig ffffffcb, bytes_mixed 20 d24b0803 c6fe26c0
[    5.809578] RANDOM get_random_int call with cycles 50377022252277, jiffies 4294893747 and pid 1
[    5.809934] random 0136 0000 0000 d24b0803 c6fe26c0: rand_read_num 865 get_random_bytes(16): sig 0000076f d24b0803 c6fe26c0
[    5.809937] random 0136 0000 0000 d24b0803 c6fe26c0: extract_entropy(.. 16 ..)
[    5.809940] random 0136 0000 0000 d24b0803 c6fe26c0: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.809942] random 0136 0000 0000 d24b0803 c6fe26c0: extract_entropy(.. 16 ..)
[    5.809945] random 0136 0000 0000 d24b0803 c6fe26c0: trying to extract 128 bits from input
[    5.809947] random 0136 0000 0000 d24b0803 c6fe26c0: debiting 0 entropy credits from input
[    5.809949] random 0136 0000 0000 d24b0803 c6fe26c0: extract_entropy account returned: 0 
[    5.809952] random 0136 0000 0000 d24b0803 c6fe26c0: urand_change_num 3724 xfer_secondary_pool(16): pool_sig 0000076f, data_sig 00000000, bytes_mixed 0 d24b0803 c6fe26c0
[    5.809955] random 0136 0000 0000 d24b0803 c6fe26c0: trying to extract 128 bits from nonblocking
[    5.809957] random 0136 0000 0000 d24b0803 c6fe26c0: debiting 128 entropy credits from nonblocking (unlimited)
[    5.809959] random 0136 0000 0000 d24b0803 c6fe26c0: extract_entropy account returned: 16 
[    5.809963] random 0136 0000 0000 d24b0803 c6fe26c0: urand_change_num 3725 extract_buf: pool_sig 0000076f, data_sig 00000129, bytes_mixed 20 d24b0803 c6fe26c0
[    5.809967] random 0136 0000 0000 c96088b6 3b6c03ba: urand_change_num 3726 extract_buf: pool_sig 0000057e, data_sig 0000006f, bytes_mixed 20 c96088b6 3b6c03ba
[    5.812145] random 0136 0000 0000 88240547 ccdd6c21: rand_read_num 866 get_random_bytes(16): sig 000004bd 88240547 ccdd6c21
[    5.812148] random 0136 0000 0000 88240547 ccdd6c21: extract_entropy(.. 16 ..)
[    5.812151] random 0136 0000 0000 88240547 ccdd6c21: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.812153] random 0136 0000 0000 88240547 ccdd6c21: extract_entropy(.. 16 ..)
[    5.812155] random 0136 0000 0000 88240547 ccdd6c21: trying to extract 128 bits from input
[    5.812157] random 0136 0000 0000 88240547 ccdd6c21: debiting 0 entropy credits from input
[    5.812159] random 0136 0000 0000 88240547 ccdd6c21: extract_entropy account returned: 0 
[    5.812162] random 0136 0000 0000 88240547 ccdd6c21: urand_change_num 3727 xfer_secondary_pool(16): pool_sig 000004bd, data_sig 00000000, bytes_mixed 0 88240547 ccdd6c21
[    5.812165] random 0136 0000 0000 88240547 ccdd6c21: trying to extract 128 bits from nonblocking
[    5.812167] random 0136 0000 0000 88240547 ccdd6c21: debiting 128 entropy credits from nonblocking (unlimited)
[    5.812169] random 0136 0000 0000 88240547 ccdd6c21: extract_entropy account returned: 16 
[    5.812173] random 0136 0000 0000 88240547 ccdd6c21: urand_change_num 3728 extract_buf: pool_sig 000004bd, data_sig 00000074, bytes_mixed 20 88240547 ccdd6c21
[    5.812177] random 0136 0000 0000 88240547 ccdd6c21: urand_change_num 3729 extract_buf: pool_sig 00000153, data_sig fffffdd9, bytes_mixed 20 88240547 ccdd6c21
[    5.812523] random 0136 0000 0000 7b0b0719 53b44f90: add_disk_randomness(8:0) 7b0b0719 53b44f90
[    5.812528] random 0136 0000 0000 7b0b0719 53b44f90: add_timer_randomness(.. 8388864) with jiffies: 5832187149809541300, cycles: 5832187145514659281
[    5.812531] random 0136 0000 0000 7b0b0719 53b44f90: added 2 entropy credits to input
[    5.816237] random 0138 0000 0000 7b0b0719 53b44f90: rand_read_num 867 get_random_bytes(16): sig 000003e9 7b0b0719 53b44f90
[    5.816240] random 0138 0000 0000 7b0b0719 53b44f90: extract_entropy(.. 16 ..)
[    5.816243] random 0138 0000 0000 7b0b0719 53b44f90: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.816245] random 0138 0000 0000 7b0b0719 53b44f90: extract_entropy(.. 16 ..)
[    5.816247] random 0138 0000 0000 7b0b0719 53b44f90: trying to extract 128 bits from input
[    5.816249] random 0138 0000 0000 7b0b0719 53b44f90: debiting 0 entropy credits from input
[    5.816251] random 0138 0000 0000 7b0b0719 53b44f90: extract_entropy account returned: 0 
[    5.816254] random 0138 0000 0000 7b0b0719 53b44f90: urand_change_num 3730 xfer_secondary_pool(16): pool_sig 000003e9, data_sig 00000000, bytes_mixed 0 7b0b0719 53b44f90
[    5.816257] random 0138 0000 0000 7b0b0719 53b44f90: trying to extract 128 bits from nonblocking
[    5.816260] random 0138 0000 0000 7b0b0719 53b44f90: debiting 128 entropy credits from nonblocking (unlimited)
[    5.816262] random 0138 0000 0000 7b0b0719 53b44f90: extract_entropy account returned: 16 
[    5.816265] random 0138 0000 0000 7b0b0719 53b44f90: urand_change_num 3731 extract_buf: pool_sig 000003e9, data_sig 00000144, bytes_mixed 20 7b0b0719 53b44f90
[    5.816269] random 0138 0000 0000 af03dd14 69b96b47: urand_change_num 3732 extract_buf: pool_sig 00000426, data_sig fffffe66, bytes_mixed 20 af03dd14 69b96b47
[    5.817188] RANDOM get_random_int call with cycles 50377040500703, jiffies 4294893749 and pid 1
[    5.817497] random 0138 0000 0000 af03dd14 69b96b47: rand_read_num 868 get_random_bytes(16): sig 0000008a af03dd14 69b96b47
[    5.817500] random 0138 0000 0000 af03dd14 69b96b47: extract_entropy(.. 16 ..)
[    5.817503] random 0138 0000 0000 af03dd14 69b96b47: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.817505] random 0138 0000 0000 af03dd14 69b96b47: extract_entropy(.. 16 ..)
[    5.817507] random 0138 0000 0000 af03dd14 69b96b47: trying to extract 128 bits from input
[    5.817509] random 0138 0000 0000 af03dd14 69b96b47: debiting 0 entropy credits from input
[    5.817511] random 0138 0000 0000 af03dd14 69b96b47: extract_entropy account returned: 0 
[    5.817514] random 0138 0000 0000 af03dd14 69b96b47: urand_change_num 3733 xfer_secondary_pool(16): pool_sig 0000008a, data_sig 00000000, bytes_mixed 0 af03dd14 69b96b47
[    5.817517] random 0138 0000 0000 af03dd14 69b96b47: trying to extract 128 bits from nonblocking
[    5.817519] random 0138 0000 0000 af03dd14 69b96b47: debiting 128 entropy credits from nonblocking (unlimited)
[    5.817522] random 0138 0000 0000 af03dd14 69b96b47: extract_entropy account returned: 16 
[    5.817525] random 0138 0000 0000 af03dd14 69b96b47: urand_change_num 3734 extract_buf: pool_sig 0000008a, data_sig 00000019, bytes_mixed 20 af03dd14 69b96b47
[    5.817530] random 0138 0000 0000 5c721f13 5b5822aa: urand_change_num 3735 extract_buf: pool_sig fffffdce, data_sig ffffff39, bytes_mixed 20 5c721f13 5b5822aa
[    5.820131] random 0138 0000 0000 5c721f13 5b5822aa: rand_read_num 869 get_random_bytes(16): sig fffffd84 5c721f13 5b5822aa
[    5.820134] random 0138 0000 0000 5c721f13 5b5822aa: extract_entropy(.. 16 ..)
[    5.820136] random 0138 0000 0000 5c721f13 5b5822aa: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.820139] random 0138 0000 0000 5c721f13 5b5822aa: extract_entropy(.. 16 ..)
[    5.820141] random 0138 0000 0000 5c721f13 5b5822aa: trying to extract 128 bits from input
[    5.820143] random 0138 0000 0000 5c721f13 5b5822aa: debiting 0 entropy credits from input
[    5.820145] random 0138 0000 0000 5c721f13 5b5822aa: extract_entropy account returned: 0 
[    5.820148] random 0138 0000 0000 5c721f13 5b5822aa: urand_change_num 3736 xfer_secondary_pool(16): pool_sig fffffd84, data_sig 00000000, bytes_mixed 0 5c721f13 5b5822aa
[    5.820151] random 0138 0000 0000 5c721f13 5b5822aa: trying to extract 128 bits from nonblocking
[    5.820153] random 0138 0000 0000 5c721f13 5b5822aa: debiting 128 entropy credits from nonblocking (unlimited)
[    5.820155] random 0138 0000 0000 5c721f13 5b5822aa: extract_entropy account returned: 16 
[    5.820159] random 0138 0000 0000 5c721f13 5b5822aa: urand_change_num 3737 extract_buf: pool_sig fffffd84, data_sig 000000ac, bytes_mixed 20 5c721f13 5b5822aa
[    5.820163] random 0138 0000 0000 ccfa9d2b fd4f518f: urand_change_num 3738 extract_buf: pool_sig fffffffe, data_sig 00000012, bytes_mixed 20 ccfa9d2b fd4f518f
[    5.824381] RANDOM get_random_int call with cycles 50377057751660, jiffies 4294893751 and pid 1
[    5.824682] random 0138 0000 0000 68aa23b8 d9083cf5: rand_read_num 870 get_random_bytes(16): sig fffffd9f 68aa23b8 d9083cf5
[    5.824685] random 0138 0000 0000 68aa23b8 d9083cf5: extract_entropy(.. 16 ..)
[    5.824688] random 0138 0000 0000 68aa23b8 d9083cf5: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.824690] random 0138 0000 0000 68aa23b8 d9083cf5: extract_entropy(.. 16 ..)
[    5.824692] random 0138 0000 0000 68aa23b8 d9083cf5: trying to extract 128 bits from input
[    5.824695] random 0138 0000 0000 68aa23b8 d9083cf5: debiting 0 entropy credits from input
[    5.824697] random 0138 0000 0000 68aa23b8 d9083cf5: extract_entropy account returned: 0 
[    5.824699] random 0138 0000 0000 68aa23b8 d9083cf5: urand_change_num 3739 xfer_secondary_pool(16): pool_sig fffffd9f, data_sig 00000000, bytes_mixed 0 68aa23b8 d9083cf5
[    5.824702] random 0138 0000 0000 68aa23b8 d9083cf5: trying to extract 128 bits from nonblocking
[    5.824705] random 0138 0000 0000 68aa23b8 d9083cf5: debiting 128 entropy credits from nonblocking (unlimited)
[    5.824707] random 0138 0000 0000 68aa23b8 d9083cf5: extract_entropy account returned: 16 
[    5.824710] random 0138 0000 0000 68aa23b8 d9083cf5: urand_change_num 3740 extract_buf: pool_sig fffffd9f, data_sig ffffff5c, bytes_mixed 20 68aa23b8 d9083cf5
[    5.824715] random 0138 0000 0000 68aa23b8 d9083cf5: urand_change_num 3741 extract_buf: pool_sig fffffd7f, data_sig ffffff8e, bytes_mixed 20 68aa23b8 d9083cf5
[    5.828088] random 0138 0000 0000 131c7191 ad1d2a5f: rand_read_num 871 get_random_bytes(16): sig fffffe09 131c7191 ad1d2a5f
[    5.828089] random 0138 0000 0000 131c7191 ad1d2a5f: extract_entropy(.. 16 ..)
[    5.828090] random 0138 0000 0000 131c7191 ad1d2a5f: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.828091] random 0138 0000 0000 131c7191 ad1d2a5f: extract_entropy(.. 16 ..)
[    5.828092] random 0138 0000 0000 131c7191 ad1d2a5f: trying to extract 128 bits from input
[    5.828093] random 0138 0000 0000 131c7191 ad1d2a5f: debiting 0 entropy credits from input
[    5.828093] random 0138 0000 0000 131c7191 ad1d2a5f: extract_entropy account returned: 0 
[    5.828094] random 0138 0000 0000 131c7191 ad1d2a5f: urand_change_num 3742 xfer_secondary_pool(16): pool_sig fffffe09, data_sig 00000000, bytes_mixed 0 131c7191 ad1d2a5f
[    5.828094] random 0138 0000 0000 131c7191 ad1d2a5f: trying to extract 128 bits from nonblocking
[    5.828095] random 0138 0000 0000 131c7191 ad1d2a5f: debiting 128 entropy credits from nonblocking (unlimited)
[    5.828095] random 0138 0000 0000 131c7191 ad1d2a5f: extract_entropy account returned: 16 
[    5.828096] random 0138 0000 0000 131c7191 ad1d2a5f: urand_change_num 3743 extract_buf: pool_sig fffffe09, data_sig 0000007d, bytes_mixed 20 131c7191 ad1d2a5f
[    5.828096] random 0138 0000 0000 59e13628 aa90266f: urand_change_num 3744 extract_buf: pool_sig fffffbe3, data_sig 00000166, bytes_mixed 20 59e13628 aa90266f
[    5.828201] RANDOM get_random_int call with cycles 50377066917035, jiffies 4294893752 and pid 1
[    5.828322] random 0138 0000 0000 59e13628 aa90266f: rand_read_num 872 get_random_bytes(16): sig ffffff72 59e13628 aa90266f
[    5.828325] random 0138 0000 0000 59e13628 aa90266f: extract_entropy(.. 16 ..)
[    5.828327] random 0138 0000 0000 59e13628 aa90266f: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.828329] random 0138 0000 0000 59e13628 aa90266f: extract_entropy(.. 16 ..)
[    5.828332] random 0138 0000 0000 59e13628 aa90266f: trying to extract 128 bits from input
[    5.828334] random 0138 0000 0000 59e13628 aa90266f: debiting 0 entropy credits from input
[    5.828336] random 0138 0000 0000 59e13628 aa90266f: extract_entropy account returned: 0 
[    5.828339] random 0138 0000 0000 59e13628 aa90266f: urand_change_num 3745 xfer_secondary_pool(16): pool_sig ffffff72, data_sig 00000000, bytes_mixed 0 59e13628 aa90266f
[    5.828342] random 0138 0000 0000 59e13628 aa90266f: trying to extract 128 bits from nonblocking
[    5.828344] random 0138 0000 0000 59e13628 aa90266f: debiting 128 entropy credits from nonblocking (unlimited)
[    5.828346] random 0138 0000 0000 59e13628 aa90266f: extract_entropy account returned: 16 
[    5.828350] random 0138 0000 0000 59e13628 aa90266f: urand_change_num 3746 extract_buf: pool_sig ffffff72, data_sig ffffff25, bytes_mixed 20 59e13628 aa90266f
[    5.828354] random 0138 0000 0000 85e06f2c 56d3994a: urand_change_num 3747 extract_buf: pool_sig fffffed3, data_sig fffffec8, bytes_mixed 20 85e06f2c 56d3994a
[    5.836089] random 0138 0000 0000 85e06f2c 56d3994a: rand_read_num 873 get_random_bytes(16): sig ffffffb4 85e06f2c 56d3994a
[    5.836093] random 0138 0000 0000 85e06f2c 56d3994a: extract_entropy(.. 16 ..)
[    5.836096] random 0138 0000 0000 85e06f2c 56d3994a: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.836098] random 0138 0000 0000 85e06f2c 56d3994a: extract_entropy(.. 16 ..)
[    5.836101] random 0138 0000 0000 85e06f2c 56d3994a: trying to extract 128 bits from input
[    5.836103] random 0138 0000 0000 85e06f2c 56d3994a: debiting 0 entropy credits from input
[    5.836105] random 0138 0000 0000 85e06f2c 56d3994a: extract_entropy account returned: 0 
[    5.836108] random 0138 0000 0000 85e06f2c 56d3994a: urand_change_num 3748 xfer_secondary_pool(16): pool_sig ffffffb4, data_sig 00000000, bytes_mixed 0 85e06f2c 56d3994a
[    5.836111] random 0138 0000 0000 85e06f2c 56d3994a: trying to extract 128 bits from nonblocking
[    5.836114] random 0138 0000 0000 85e06f2c 56d3994a: debiting 128 entropy credits from nonblocking (unlimited)
[    5.836116] random 0138 0000 0000 85e06f2c 56d3994a: extract_entropy account returned: 16 
[    5.836120] random 0138 0000 0000 85e06f2c 56d3994a: urand_change_num 3749 extract_buf: pool_sig ffffffb4, data_sig 000001bf, bytes_mixed 20 85e06f2c 56d3994a
[    5.836124] random 0138 0000 0000 6b9a9995 39ccce8f: urand_change_num 3750 extract_buf: pool_sig fffffa4a, data_sig 000000c9, bytes_mixed 20 6b9a9995 39ccce8f
[    5.837531] RANDOM get_random_int call with cycles 50377089287334, jiffies 4294893754 and pid 1
[    5.837900] random 0138 0000 0000 4ffa2e05 e41a3a9a: rand_read_num 874 get_random_bytes(16): sig fffffdcd 4ffa2e05 e41a3a9a
[    5.837904] random 0138 0000 0000 4ffa2e05 e41a3a9a: extract_entropy(.. 16 ..)
[    5.837907] random 0138 0000 0000 4ffa2e05 e41a3a9a: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.837909] random 0138 0000 0000 4ffa2e05 e41a3a9a: extract_entropy(.. 16 ..)
[    5.837912] random 0138 0000 0000 4ffa2e05 e41a3a9a: trying to extract 128 bits from input
[    5.837915] random 0138 0000 0000 4ffa2e05 e41a3a9a: debiting 0 entropy credits from input
[    5.837925] random 0138 0000 0000 4ffa2e05 e41a3a9a: extract_entropy account returned: 0 
[    5.837929] random 0138 0000 0000 4ffa2e05 e41a3a9a: urand_change_num 3751 xfer_secondary_pool(16): pool_sig fffffdcd, data_sig 00000000, bytes_mixed 0 4ffa2e05 e41a3a9a
[    5.837931] random 0138 0000 0000 4ffa2e05 e41a3a9a: trying to extract 128 bits from nonblocking
[    5.837934] random 0138 0000 0000 4ffa2e05 e41a3a9a: debiting 128 entropy credits from nonblocking (unlimited)
[    5.837936] random 0138 0000 0000 4ffa2e05 e41a3a9a: extract_entropy account returned: 16 
