7>[    3.592748] random 0030 0000 0000 cadf44cd e6e5b548: add_disk_randomness(8:0) cadf44cd e6e5b548
[    5.304909] random 0112 0000 0000 78a874bf 1a7a368c: urand_change_num 2149 extract_buf: pool_sig 000003da, data_sig 000000f4, bytes_mixed 20 78a874bf 1a7a368c
[    5.304914] random 0112 0000 0000 0384b0e7 1cb4af9b: urand_change_num 2150 extract_buf: pool_sig fffffbf4, data_sig fffffd52, bytes_mixed 20 0384b0e7 1cb4af9b
[    5.304918] random 0112 0000 0000 0384b0e7 1cb4af9b: urand_change_num 2151 extract_buf: pool_sig fffffba8, data_sig 000000ae, bytes_mixed 20 0384b0e7 1cb4af9b
[    5.304923] random 0112 0000 0000 6408e943 e05511fd: urand_change_num 2152 extract_buf: pool_sig fffffb9c, data_sig fffffebe, bytes_mixed 20 6408e943 e05511fd
[    5.304928] random 0112 0000 0000 6408e943 e05511fd: urand_change_num 2153 extract_buf: pool_sig ffffff03, data_sig fffffecb, bytes_mixed 20 6408e943 e05511fd
[    5.304932] random 0112 0000 0000 a533976a a52d5f76: urand_change_num 2154 extract_buf: pool_sig 000002f2, data_sig 000000ab, bytes_mixed 20 a533976a a52d5f76
[    5.304937] random 0112 0000 0000 debeff79 768993a2: urand_change_num 2155 extract_buf: pool_sig 000001f0, data_sig 0000021f, bytes_mixed 20 debeff79 768993a2
[    5.304941] random 0112 0000 0000 debeff79 768993a2: urand_change_num 2156 extract_buf: pool_sig fffffd19, data_sig 00000016, bytes_mixed 20 debeff79 768993a2
[    5.304946] random 0112 0000 0000 0f2f1745 704e726a: urand_change_num 2157 extract_buf: pool_sig 00000088, data_sig fffffe04, bytes_mixed 20 0f2f1745 704e726a
[    5.304950] random 0112 0000 0000 587c7c8a 0f85d897: urand_change_num 2158 extract_buf: pool_sig 000000d8, data_sig ffffff78, bytes_mixed 20 587c7c8a 0f85d897
[    5.304955] random 0112 0000 0000 587c7c8a 0f85d897: urand_change_num 2159 extract_buf: pool_sig fffffd95, data_sig 00000072, bytes_mixed 20 587c7c8a 0f85d897
[    5.304959] random 0112 0000 0000 b9aae9b6 251a313d: urand_change_num 2160 extract_buf: pool_sig fffffe76, data_sig ffffff43, bytes_mixed 20 b9aae9b6 251a313d
[    5.304967] random 0112 0000 0000 b9aae9b6 251a313d: rand_read_num 694 urandom_read(120): sig 000000b6 b9aae9b6 251a313d pid=861 comm=cupsd
[    5.304969] random 0112 0000 0000 b9aae9b6 251a313d: extract_entropy_user(120)
[    5.304971] random 0112 0000 0000 b9aae9b6 251a313d: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.304974] random 0112 0000 0000 b9aae9b6 251a313d: extract_entropy(.. 120 ..)
[    5.304976] random 0112 0000 0000 b9aae9b6 251a313d: trying to extract 960 bits from input
[    5.304978] random 0112 0000 0000 b9aae9b6 251a313d: debiting 0 entropy credits from input
[    5.304980] random 0112 0000 0000 b9aae9b6 251a313d: extract_entropy account returned: 0 
[    5.304983] random 0112 0000 0000 b9aae9b6 251a313d: urand_change_num 2161 xfer_secondary_pool(120): pool_sig 000000b6, data_sig 00000000, bytes_mixed 0 b9aae9b6 251a313d
[    5.304986] random 0112 0000 0000 b9aae9b6 251a313d: trying to extract 960 bits from nonblocking
[    5.304988] random 0112 0000 0000 b9aae9b6 251a313d: debiting 960 entropy credits from nonblocking (unlimited)
[    5.304990] random 0112 0000 0000 b9aae9b6 251a313d:   got 120 bytes
[    5.304993] random 0112 0000 0000 b9aae9b6 251a313d: urand_change_num 2162 extract_buf: pool_sig 000000b6, data_sig 00000190, bytes_mixed 20 b9aae9b6 251a313d
[    5.304998] random 0112 0000 0000 7b15098d 089e0694: urand_change_num 2163 extract_buf: pool_sig 00000166, data_sig 00000149, bytes_mixed 20 7b15098d 089e0694
[    5.305002] random 0112 0000 0000 43c5a2cb d2f6a175: urand_change_num 2164 extract_buf: pool_sig fffffe89, data_sig ffffff71, bytes_mixed 20 43c5a2cb d2f6a175
[    5.305007] random 0112 0000 0000 43c5a2cb d2f6a175: urand_change_num 2165 extract_buf: pool_sig fffff940, data_sig ffffff45, bytes_mixed 20 43c5a2cb d2f6a175
[    5.305011] random 0112 0000 0000 288be65a c3c9fd71: urand_change_num 2166 extract_buf: pool_sig fffffd80, data_sig 000000db, bytes_mixed 20 288be65a c3c9fd71
[    5.305016] random 0112 0000 0000 c729c87b f528f621: urand_change_num 2167 extract_buf: pool_sig 00000314, data_sig ffffff59, bytes_mixed 20 c729c87b f528f621
[    5.305020] random 0112 0000 0000 c729c87b f528f621: urand_change_num 2168 extract_buf: pool_sig fffffd50, data_sig fffffefc, bytes_mixed 20 c729c87b f528f621
[    5.305025] random 0112 0000 0000 14bdaa20 e3a77403: urand_change_num 2169 extract_buf: pool_sig fffffacd, data_sig 00000096, bytes_mixed 20 14bdaa20 e3a77403
[    5.305029] random 0112 0000 0000 14bdaa20 e3a77403: urand_change_num 2170 extract_buf: pool_sig 0000000b, data_sig ffffffab, bytes_mixed 20 14bdaa20 e3a77403
[    5.305034] random 0112 0000 0000 ca64b7e6 715bee32: urand_change_num 2171 extract_buf: pool_sig 00000788, data_sig ffffff50, bytes_mixed 20 ca64b7e6 715bee32
[    5.305038] random 0112 0000 0000 d3620383 21db8817: urand_change_num 2172 extract_buf: pool_sig 000001a0, data_sig ffffff7b, bytes_mixed 20 d3620383 21db8817
[    5.305043] random 0112 0000 0000 d3620383 21db8817: urand_change_num 2173 extract_buf: pool_sig fffffe62, data_sig ffffff81, bytes_mixed 20 d3620383 21db8817
[    5.305049] random 0112 0000 0000 71fde887 cbb0d8f9: rand_read_num 695 urandom_read(120): sig fffffae8 71fde887 cbb0d8f9 pid=861 comm=cupsd
[    5.305052] random 0112 0000 0000 71fde887 cbb0d8f9: extract_entropy_user(120)
[    5.305054] random 0112 0000 0000 71fde887 cbb0d8f9: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.305056] random 0112 0000 0000 71fde887 cbb0d8f9: extract_entropy(.. 120 ..)
[    5.305058] random 0112 0000 0000 71fde887 cbb0d8f9: trying to extract 960 bits from input
[    5.305060] random 0112 0000 0000 71fde887 cbb0d8f9: debiting 0 entropy credits from input
[    5.305063] random 0112 0000 0000 71fde887 cbb0d8f9: extract_entropy account returned: 0 
[    5.305065] random 0112 0000 0000 71fde887 cbb0d8f9: urand_change_num 2174 xfer_secondary_pool(120): pool_sig fffffae8, data_sig 00000000, bytes_mixed 0 71fde887 cbb0d8f9
[    5.305068] random 0112 0000 0000 71fde887 cbb0d8f9: trying to extract 960 bits from nonblocking
[    5.305071] random 0112 0000 0000 71fde887 cbb0d8f9: debiting 960 entropy credits from nonblocking (unlimited)
[    5.305073] random 0112 0000 0000 71fde887 cbb0d8f9:   got 120 bytes
[    5.305076] random 0112 0000 0000 71fde887 cbb0d8f9: urand_change_num 2175 extract_buf: pool_sig fffffae8, data_sig 000000a2, bytes_mixed 20 71fde887 cbb0d8f9
[    5.305080] random 0112 0000 0000 29f5d832 604a5e56: urand_change_num 2176 extract_buf: pool_sig fffff8b2, data_sig 0000006e, bytes_mixed 20 29f5d832 604a5e56
[    5.305085] random 0112 0000 0000 29f5d832 604a5e56: urand_change_num 2177 extract_buf: pool_sig fffffb90, data_sig fffffdd2, bytes_mixed 20 29f5d832 604a5e56
[    5.305089] random 0112 0000 0000 5d546d42 c99bc75e: urand_change_num 2178 extract_buf: pool_sig fffffff3, data_sig 0000001f, bytes_mixed 20 5d546d42 c99bc75e
[    5.305094] random 0112 0000 0000 5d546d42 c99bc75e: urand_change_num 2179 extract_buf: pool_sig 00000125, data_sig fffffdb2, bytes_mixed 20 5d546d42 c99bc75e
[    5.305098] random 0112 0000 0000 fc89a734 7abb456e: urand_change_num 2180 extract_buf: pool_sig fffffd69, data_sig 000000f9, bytes_mixed 20 fc89a734 7abb456e
[    5.305103] random 0112 0000 0000 02637843 e9b5be5f: urand_change_num 2181 extract_buf: pool_sig 0000014b, data_sig ffffffd1, bytes_mixed 20 02637843 e9b5be5f
[    5.305107] random 0112 0000 0000 02637843 e9b5be5f: urand_change_num 2182 extract_buf: pool_sig 00000213, data_sig 00000030, bytes_mixed 20 02637843 e9b5be5f
[    5.305112] random 0112 0000 0000 29a9c5b2 b61a586d: urand_change_num 2183 extract_buf: pool_sig 000001eb, data_sig 00000124, bytes_mixed 20 29a9c5b2 b61a586d
[    5.305116] random 0112 0000 0000 fa07b70a 0319bd12: urand_change_num 2184 extract_buf: pool_sig 00000092, data_sig fffffe65, bytes_mixed 20 fa07b70a 0319bd12
[    5.305121] random 0112 0000 0000 fa07b70a 0319bd12: urand_change_num 2185 extract_buf: pool_sig 000001e5, data_sig 000001ee, bytes_mixed 20 fa07b70a 0319bd12
[    5.305125] random 0112 0000 0000 78a584be 4c767052: urand_change_num 2186 extract_buf: pool_sig 0000026c, data_sig 0000014e, bytes_mixed 20 78a584be 4c767052
[    5.305132] random 0112 0000 0000 78a584be 4c767052: rand_read_num 696 urandom_read(120): sig 00000070 78a584be 4c767052 pid=861 comm=cupsd
[    5.305134] random 0112 0000 0000 78a584be 4c767052: extract_entropy_user(120)
[    5.305136] random 0112 0000 0000 78a584be 4c767052: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.305139] random 0112 0000 0000 78a584be 4c767052: extract_entropy(.. 120 ..)
[    5.305141] random 0112 0000 0000 78a584be 4c767052: trying to extract 960 bits from input
[    5.305143] random 0112 0000 0000 78a584be 4c767052: debiting 0 entropy credits from input
[    5.305145] random 0112 0000 0000 78a584be 4c767052: extract_entropy account returned: 0 
[    5.305148] random 0112 0000 0000 78a584be 4c767052: urand_change_num 2187 xfer_secondary_pool(120): pool_sig 00000070, data_sig 00000000, bytes_mixed 0 78a584be 4c767052
[    5.305150] random 0112 0000 0000 78a584be 4c767052: trying to extract 960 bits from nonblocking
[    5.305153] random 0112 0000 0000 78a584be 4c767052: debiting 960 entropy credits from nonblocking (unlimited)
[    5.305155] random 0112 0000 0000 78a584be 4c767052:   got 120 bytes
[    5.305158] random 0112 0000 0000 78a584be 4c767052: urand_change_num 2188 extract_buf: pool_sig 00000070, data_sig fffffffb, bytes_mixed 20 78a584be 4c767052
[    5.305163] random 0112 0000 0000 b0263b6f f4a18c05: urand_change_num 2189 extract_buf: pool_sig fffffef4, data_sig 00000005, bytes_mixed 20 b0263b6f f4a18c05
[    5.305167] random 0112 0000 0000 ecef3a9d 1a7644b0: urand_change_num 2190 extract_buf: pool_sig 00000669, data_sig 000001d6, bytes_mixed 20 ecef3a9d 1a7644b0
[    5.305172] random 0112 0000 0000 ecef3a9d 1a7644b0: urand_change_num 2191 extract_buf: pool_sig 00000025, data_sig 0000009a, bytes_mixed 20 ecef3a9d 1a7644b0
[    5.305176] random 0112 0000 0000 c1d1bf33 fdf285e1: urand_change_num 2192 extract_buf: pool_sig 000004ce, data_sig 000000b6, bytes_mixed 20 c1d1bf33 fdf285e1
[    5.305181] random 0112 0000 0000 2e2aeb80 b78477ab: urand_change_num 2193 extract_buf: pool_sig 000004b4, data_sig fffffe71, bytes_mixed 20 2e2aeb80 b78477ab
[    5.305185] random 0112 0000 0000 2e2aeb80 b78477ab: urand_change_num 2194 extract_buf: pool_sig fffffdc9, data_sig ffffff11, bytes_mixed 20 2e2aeb80 b78477ab
[    5.305190] random 0112 0000 0000 49359498 d9f6d5cc: urand_change_num 2195 extract_buf: pool_sig fffffca2, data_sig 00000131, bytes_mixed 20 49359498 d9f6d5cc
[    5.305194] random 0112 0000 0000 49359498 d9f6d5cc: urand_change_num 2196 extract_buf: pool_sig 000002e6, data_sig 000000ce, bytes_mixed 20 49359498 d9f6d5cc
[    5.305198] random 0112 0000 0000 8c66b05b 9c76fb6f: urand_change_num 2197 extract_buf: pool_sig 00000631, data_sig 0000001a, bytes_mixed 20 8c66b05b 9c76fb6f
[    5.305203] random 0112 0000 0000 b3b26096 bc753812: urand_change_num 2198 extract_buf: pool_sig 000000b9, data_sig 000001e3, bytes_mixed 20 b3b26096 bc753812
[    5.305207] random 0112 0000 0000 b3b26096 bc753812: urand_change_num 2199 extract_buf: pool_sig fffffe24, data_sig 0000002a, bytes_mixed 20 b3b26096 bc753812
[    5.305214] random 0112 0000 0000 d12ab4a9 062566b8: rand_read_num 697 urandom_read(120): sig 00000039 d12ab4a9 062566b8 pid=861 comm=cupsd
[    5.305217] random 0112 0000 0000 d12ab4a9 062566b8: extract_entropy_user(120)
[    5.305219] random 0112 0000 0000 d12ab4a9 062566b8: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.305221] random 0112 0000 0000 d12ab4a9 062566b8: extract_entropy(.. 120 ..)
[    5.305223] random 0112 0000 0000 d12ab4a9 062566b8: trying to extract 960 bits from input
[    5.305225] random 0112 0000 0000 d12ab4a9 062566b8: debiting 0 entropy credits from input
[    5.305227] random 0112 0000 0000 d12ab4a9 062566b8: extract_entropy account returned: 0 
[    5.305230] random 0112 0000 0000 d12ab4a9 062566b8: urand_change_num 2200 xfer_secondary_pool(120): pool_sig 00000039, data_sig 00000000, bytes_mixed 0 d12ab4a9 062566b8
[    5.305233] random 0112 0000 0000 d12ab4a9 062566b8: trying to extract 960 bits from nonblocking
[    5.305235] random 0112 0000 0000 d12ab4a9 062566b8: debiting 960 entropy credits from nonblocking (unlimited)
[    5.305237] random 0112 0000 0000 d12ab4a9 062566b8:   got 120 bytes
[    5.305241] random 0112 0000 0000 d12ab4a9 062566b8: urand_change_num 2201 extract_buf: pool_sig 00000039, data_sig ffffffa8, bytes_mixed 20 d12ab4a9 062566b8
[    5.305245] random 0112 0000 0000 8b6dc608 68812e15: urand_change_num 2202 extract_buf: pool_sig 00000448, data_sig fffffeba, bytes_mixed 20 8b6dc608 68812e15
[    5.305250] random 0112 0000 0000 8b6dc608 68812e15: urand_change_num 2203 extract_buf: pool_sig 000001cc, data_sig ffffffe8, bytes_mixed 20 8b6dc608 68812e15
[    5.305254] random 0112 0000 0000 df8f45c3 bbd3c89b: urand_change_num 2204 extract_buf: pool_sig 00000044, data_sig ffffff00, bytes_mixed 20 df8f45c3 bbd3c89b
[    5.305259] random 0112 0000 0000 df8f45c3 bbd3c89b: urand_change_num 2205 extract_buf: pool_sig fffffa5a, data_sig ffffff78, bytes_mixed 20 df8f45c3 bbd3c89b
[    5.305263] random 0112 0000 0000 49e65e08 e8b11e63: urand_change_num 2206 extract_buf: pool_sig 0000003b, data_sig 00000001, bytes_mixed 20 49e65e08 e8b11e63
[    5.305268] random 0112 0000 0000 d18d4af4 d434f8f0: urand_change_num 2207 extract_buf: pool_sig 00000491, data_sig 0000016d, bytes_mixed 20 d18d4af4 d434f8f0
[    5.305272] random 0112 0000 0000 d18d4af4 d434f8f0: urand_change_num 2208 extract_buf: pool_sig 000000e5, data_sig 000000f4, bytes_mixed 20 d18d4af4 d434f8f0
[    5.305276] random 0112 0000 0000 575072ea 03633968: urand_change_num 2209 extract_buf: pool_sig 00000275, data_sig fffffecd, bytes_mixed 20 575072ea 03633968
[    5.305294] random 0112 0000 0000 6a0d19f2 ca9cfa2a: urand_change_num 2210 extract_buf: pool_sig ffffff2b, data_sig 0000005f, bytes_mixed 20 6a0d19f2 ca9cfa2a
[    5.305298] random 0112 0000 0000 6a0d19f2 ca9cfa2a: urand_change_num 2211 extract_buf: pool_sig fffffe09, data_sig ffffff6c, bytes_mixed 20 6a0d19f2 ca9cfa2a
[    5.305303] random 0112 0000 0000 b7209db5 1c3a4e60: urand_change_num 2212 extract_buf: pool_sig fffffef3, data_sig ffffff71, bytes_mixed 20 b7209db5 1c3a4e60
[    5.305340] random 0112 0000 0000 b7209db5 1c3a4e60: rand_read_num 698 urandom_read(120): sig ffffff15 b7209db5 1c3a4e60 pid=861 comm=cupsd
[    5.305342] random 0112 0000 0000 b7209db5 1c3a4e60: extract_entropy_user(120)
[    5.305345] random 0112 0000 0000 b7209db5 1c3a4e60: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.305347] random 0112 0000 0000 b7209db5 1c3a4e60: extract_entropy(.. 120 ..)
[    5.305349] random 0112 0000 0000 b7209db5 1c3a4e60: trying to extract 960 bits from input
[    5.305351] random 0112 0000 0000 b7209db5 1c3a4e60: debiting 0 entropy credits from input
[    5.305353] random 0112 0000 0000 b7209db5 1c3a4e60: extract_entropy account returned: 0 
[    5.305356] random 0112 0000 0000 b7209db5 1c3a4e60: urand_change_num 2213 xfer_secondary_pool(120): pool_sig ffffff15, data_sig 00000000, bytes_mixed 0 b7209db5 1c3a4e60
[    5.305359] random 0112 0000 0000 b7209db5 1c3a4e60: trying to extract 960 bits from nonblocking
[    5.305361] random 0112 0000 0000 b7209db5 1c3a4e60: debiting 960 entropy credits from nonblocking (unlimited)
[    5.305363] random 0112 0000 0000 b7209db5 1c3a4e60:   got 120 bytes
[    5.305367] random 0112 0000 0000 b7209db5 1c3a4e60: urand_change_num 2214 extract_buf: pool_sig ffffff15, data_sig 0000000b, bytes_mixed 20 b7209db5 1c3a4e60
[    5.305371] random 0112 0000 0000 c6ab787b fc1d72aa: urand_change_num 2215 extract_buf: pool_sig ffffff6d, data_sig ffffffdb, bytes_mixed 20 c6ab787b fc1d72aa
[    5.305376] random 0112 0000 0000 6ba16050 90778990: urand_change_num 2216 extract_buf: pool_sig fffffeb5, data_sig fffffe66, bytes_mixed 20 6ba16050 90778990
[    5.305380] random 0112 0000 0000 6ba16050 90778990: urand_change_num 2217 extract_buf: pool_sig fffff8e0, data_sig ffffff89, bytes_mixed 20 6ba16050 90778990
[    5.305385] random 0112 0000 0000 a7561789 45ce4696: urand_change_num 2218 extract_buf: pool_sig 0000006f, data_sig fffffd6a, bytes_mixed 20 a7561789 45ce4696
[    5.305389] random 0112 0000 0000 fcca0b8c f23370b4: urand_change_num 2219 extract_buf: pool_sig 00000155, data_sig 000000de, bytes_mixed 20 fcca0b8c f23370b4
[    5.305393] random 0112 0000 0000 fcca0b8c f23370b4: urand_change_num 2220 extract_buf: pool_sig ffffffb5, data_sig ffffffb0, bytes_mixed 20 fcca0b8c f23370b4
[    5.305398] random 0112 0000 0000 5551b759 a81bc6d4: urand_change_num 2221 extract_buf: pool_sig ffffff7a, data_sig 00000012, bytes_mixed 20 5551b759 a81bc6d4
[    5.305402] random 0112 0000 0000 5551b759 a81bc6d4: urand_change_num 2222 extract_buf: pool_sig fffffe9c, data_sig 000000ed, bytes_mixed 20 5551b759 a81bc6d4
[    5.305407] random 0112 0000 0000 21bc7325 7c3a5dd5: urand_change_num 2223 extract_buf: pool_sig 00000278, data_sig 0000014d, bytes_mixed 20 21bc7325 7c3a5dd5
[    5.305411] random 0112 0000 0000 ae1af90e 700af1e9: urand_change_num 2224 extract_buf: pool_sig fffffe90, data_sig ffffff98, bytes_mixed 20 ae1af90e 700af1e9
[    5.305416] random 0112 0000 0000 ae1af90e 700af1e9: urand_change_num 2225 extract_buf: pool_sig 0000002c, data_sig 000000be, bytes_mixed 20 ae1af90e 700af1e9
[    5.305423] random 0112 0000 0000 5e65cab7 c8d9f4f0: rand_read_num 699 urandom_read(120): sig fffffd05 5e65cab7 c8d9f4f0 pid=861 comm=cupsd
[    5.305425] random 0112 0000 0000 5e65cab7 c8d9f4f0: extract_entropy_user(120)
[    5.305427] random 0112 0000 0000 5e65cab7 c8d9f4f0: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.305429] random 0112 0000 0000 5e65cab7 c8d9f4f0: extract_entropy(.. 120 ..)
[    5.305432] random 0112 0000 0000 5e65cab7 c8d9f4f0: trying to extract 960 bits from input
[    5.305434] random 0112 0000 0000 5e65cab7 c8d9f4f0: debiting 0 entropy credits from input
[    5.305436] random 0112 0000 0000 5e65cab7 c8d9f4f0: extract_entropy account returned: 0 
[    5.305439] random 0112 0000 0000 5e65cab7 c8d9f4f0: urand_change_num 2226 xfer_secondary_pool(120): pool_sig fffffd05, data_sig 00000000, bytes_mixed 0 5e65cab7 c8d9f4f0
[    5.305441] random 0112 0000 0000 5e65cab7 c8d9f4f0: trying to extract 960 bits from nonblocking
[    5.305444] random 0112 0000 0000 5e65cab7 c8d9f4f0: debiting 960 entropy credits from nonblocking (unlimited)
[    5.305446] random 0112 0000 0000 5e65cab7 c8d9f4f0:   got 120 bytes
[    5.305449] random 0112 0000 0000 5e65cab7 c8d9f4f0: urand_change_num 2227 extract_buf: pool_sig fffffd05, data_sig fffffdbc, bytes_mixed 20 5e65cab7 c8d9f4f0
[    5.305454] random 0112 0000 0000 6c1b88bf 859445d3: urand_change_num 2228 extract_buf: pool_sig 000002fb, data_sig fffffe43, bytes_mixed 20 6c1b88bf 859445d3
[    5.305458] random 0112 0000 0000 6c1b88bf 859445d3: urand_change_num 2229 extract_buf: pool_sig 000000df, data_sig ffffffad, bytes_mixed 20 6c1b88bf 859445d3
[    5.305463] random 0112 0000 0000 7aa62b3f 7002d0f1: urand_change_num 2230 extract_buf: pool_sig 000000a0, data_sig ffffff3a, bytes_mixed 20 7aa62b3f 7002d0f1
[    5.305467] random 0112 0000 0000 7aa62b3f 7002d0f1: urand_change_num 2231 extract_buf: pool_sig fffffb8d, data_sig 00000071, bytes_mixed 20 7aa62b3f 7002d0f1
[    5.305472] random 0112 0000 0000 08625968 77a46bbd: urand_change_num 2232 extract_buf: pool_sig 00000046, data_sig 00000089, bytes_mixed 20 08625968 77a46bbd
[    5.305476] random 0112 0000 0000 f3c7e624 dd77b9f7: urand_change_num 2233 extract_buf: pool_sig 000000e4, data_sig ffffff9b, bytes_mixed 20 f3c7e624 dd77b9f7
[    5.305480] random 0112 0000 0000 f3c7e624 dd77b9f7: urand_change_num 2234 extract_buf: pool_sig 00000162, data_sig 0000024b, bytes_mixed 20 f3c7e624 dd77b9f7
[    5.305485] random 0112 0000 0000 b14471bc 93ea6788: urand_change_num 2235 extract_buf: pool_sig fffffd52, data_sig ffffff23, bytes_mixed 20 b14471bc 93ea6788
[    5.305489] random 0112 0000 0000 d63b70cc aec91c55: urand_change_num 2236 extract_buf: pool_sig 000000ea, data_sig fffffedc, bytes_mixed 20 d63b70cc aec91c55
[    5.305494] random 0112 0000 0000 d63b70cc aec91c55: urand_change_num 2237 extract_buf: pool_sig fffffcaa, data_sig ffffffae, bytes_mixed 20 d63b70cc aec91c55
[    5.305498] random 0112 0000 0000 2f573b36 b1b2a24b: urand_change_num 2238 extract_buf: pool_sig fffffb1f, data_sig 00000247, bytes_mixed 20 2f573b36 b1b2a24b
[    5.305505] random 0112 0000 0000 2f573b36 b1b2a24b: rand_read_num 700 urandom_read(120): sig fffffb81 2f573b36 b1b2a24b pid=861 comm=cupsd
[    5.305507] random 0112 0000 0000 2f573b36 b1b2a24b: extract_entropy_user(120)
[    5.305509] random 0112 0000 0000 2f573b36 b1b2a24b: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.305512] random 0112 0000 0000 2f573b36 b1b2a24b: extract_entropy(.. 120 ..)
[    5.305514] random 0112 0000 0000 2f573b36 b1b2a24b: trying to extract 960 bits from input
[    5.305516] random 0112 0000 0000 2f573b36 b1b2a24b: debiting 0 entropy credits from input
[    5.305518] random 0112 0000 0000 2f573b36 b1b2a24b: extract_entropy account returned: 0 
[    5.305521] random 0112 0000 0000 2f573b36 b1b2a24b: urand_change_num 2239 xfer_secondary_pool(120): pool_sig fffffb81, data_sig 00000000, bytes_mixed 0 2f573b36 b1b2a24b
[    5.305523] random 0112 0000 0000 2f573b36 b1b2a24b: trying to extract 960 bits from nonblocking
[    5.305526] random 0112 0000 0000 2f573b36 b1b2a24b: debiting 960 entropy credits from nonblocking (unlimited)
[    5.305528] random 0112 0000 0000 2f573b36 b1b2a24b:   got 120 bytes
[    5.305531] random 0112 0000 0000 2f573b36 b1b2a24b: urand_change_num 2240 extract_buf: pool_sig fffffb81, data_sig fffffff9, bytes_mixed 20 2f573b36 b1b2a24b
[    5.305536] random 0112 0000 0000 94177faa 44b78d5b: urand_change_num 2241 extract_buf: pool_sig 00000028, data_sig 0000000c, bytes_mixed 20 94177faa 44b78d5b
[    5.305540] random 0112 0000 0000 e2a9c493 3cc09662: urand_change_num 2242 extract_buf: pool_sig fffffb2b, data_sig 00000084, bytes_mixed 20 e2a9c493 3cc09662
[    5.305545] random 0112 0000 0000 e2a9c493 3cc09662: urand_change_num 2243 extract_buf: pool_sig fffffd30, data_sig 00000148, bytes_mixed 20 e2a9c493 3cc09662
[    5.305549] random 0112 0000 0000 7cd7878c e57cadce: urand_change_num 2244 extract_buf: pool_sig ffffff79, data_sig fffffd6f, bytes_mixed 20 7cd7878c e57cadce
[    5.305553] random 0112 0000 0000 61cf4f80 4d542fea: urand_change_num 2245 extract_buf: pool_sig 000004ff, data_sig ffffffe4, bytes_mixed 20 61cf4f80 4d542fea
[    5.305558] random 0112 0000 0000 61cf4f80 4d542fea: urand_change_num 2246 extract_buf: pool_sig 0000015b, data_sig fffffea4, bytes_mixed 20 61cf4f80 4d542fea
[    5.305562] random 0112 0000 0000 e9979f24 6188bf47: urand_change_num 2247 extract_buf: pool_sig fffff90d, data_sig 00000005, bytes_mixed 20 e9979f24 6188bf47
[    5.305567] random 0112 0000 0000 e9979f24 6188bf47: urand_change_num 2248 extract_buf: pool_sig fffffe88, data_sig 00000036, bytes_mixed 20 e9979f24 6188bf47
[    5.305571] random 0112 0000 0000 9f1fd873 b775393a: urand_change_num 2249 extract_buf: pool_sig 00000001, data_sig 00000216, bytes_mixed 20 9f1fd873 b775393a
[    5.305576] random 0112 0000 0000 e81293e8 92eb92d7: urand_change_num 2250 extract_buf: pool_sig ffffff23, data_sig 000000a0, bytes_mixed 20 e81293e8 92eb92d7
[    5.305580] random 0112 0000 0000 e81293e8 92eb92d7: urand_change_num 2251 extract_buf: pool_sig 000001ae, data_sig ffffff6d, bytes_mixed 20 e81293e8 92eb92d7
[    5.305587] random 0112 0000 0000 08d75c67 e14c57d8: rand_read_num 701 urandom_read(120): sig ffffff3c 08d75c67 e14c57d8 pid=861 comm=cupsd
[    5.305589] random 0112 0000 0000 08d75c67 e14c57d8: extract_entropy_user(120)
[    5.305592] random 0112 0000 0000 08d75c67 e14c57d8: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.305594] random 0112 0000 0000 08d75c67 e14c57d8: extract_entropy(.. 120 ..)
[    5.305596] random 0112 0000 0000 08d75c67 e14c57d8: trying to extract 960 bits from input
[    5.305598] random 0112 0000 0000 08d75c67 e14c57d8: debiting 0 entropy credits from input
[    5.305600] random 0112 0000 0000 08d75c67 e14c57d8: extract_entropy account returned: 0 
[    5.305603] random 0112 0000 0000 08d75c67 e14c57d8: urand_change_num 2252 xfer_secondary_pool(120): pool_sig ffffff3c, data_sig 00000000, bytes_mixed 0 08d75c67 e14c57d8
[    5.305606] random 0112 0000 0000 08d75c67 e14c57d8: trying to extract 960 bits from nonblocking
[    5.305608] random 0112 0000 0000 08d75c67 e14c57d8: debiting 960 entropy credits from nonblocking (unlimited)
[    5.305610] random 0112 0000 0000 08d75c67 e14c57d8:   got 120 bytes
[    5.305613] random 0112 0000 0000 08d75c67 e14c57d8: urand_change_num 2253 extract_buf: pool_sig ffffff3c, data_sig 00000123, bytes_mixed 20 08d75c67 e14c57d8
[    5.305618] random 0112 0000 0000 6427b339 99a74950: urand_change_num 2254 extract_buf: pool_sig fffffe52, data_sig ffffff7b, bytes_mixed 20 6427b339 99a74950
[    5.305622] random 0112 0000 0000 6427b339 99a74950: urand_change_num 2255 extract_buf: pool_sig 00000075, data_sig ffffffe7, bytes_mixed 20 6427b339 99a74950
[    5.305627] random 0112 0000 0000 081d8b33 f56be990: urand_change_num 2256 extract_buf: pool_sig fffffe09, data_sig ffffff6b, bytes_mixed 20 081d8b33 f56be990
