>[    3.429758] random 0030 0000 0000 cadf44cd e6e5b548: add_disk_randomness(8:0) cadf44cd e6e5b548
[    5.198805] random 0113 0000 0000 f68555d3 d07a4479: urand_change_num 3389 extract_buf: pool_sig 000000f0, data_sig fffffee8, bytes_mixed 20 f68555d3 d07a4479
[    5.198805] random 0113 0000 0000 a5e9d92f bf0b7a4a: urand_change_num 3390 extract_buf: pool_sig fffffd9a, data_sig fffffdc4, bytes_mixed 20 a5e9d92f bf0b7a4a
[    5.206934] random 0113 0000 0000 a5e9d92f bf0b7a4a: rand_read_num 753 get_random_bytes(16): sig 00000113 a5e9d92f bf0b7a4a
[    5.206937] random 0113 0000 0000 a5e9d92f bf0b7a4a: extract_entropy(.. 16 ..)
[    5.206939] random 0113 0000 0000 a5e9d92f bf0b7a4a: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.206942] random 0113 0000 0000 a5e9d92f bf0b7a4a: extract_entropy(.. 16 ..)
[    5.206944] random 0113 0000 0000 a5e9d92f bf0b7a4a: trying to extract 128 bits from input
[    5.206946] random 0113 0000 0000 a5e9d92f bf0b7a4a: debiting 0 entropy credits from input
[    5.206948] random 0113 0000 0000 a5e9d92f bf0b7a4a: extract_entropy account returned: 0 
[    5.206951] random 0113 0000 0000 a5e9d92f bf0b7a4a: urand_change_num 3391 xfer_secondary_pool(16): pool_sig 00000113, data_sig 00000000, bytes_mixed 0 a5e9d92f bf0b7a4a
[    5.206954] random 0113 0000 0000 a5e9d92f bf0b7a4a: trying to extract 128 bits from nonblocking
[    5.206956] random 0113 0000 0000 a5e9d92f bf0b7a4a: debiting 128 entropy credits from nonblocking (unlimited)
[    5.206958] random 0113 0000 0000 a5e9d92f bf0b7a4a: extract_entropy account returned: 16 
[    5.206962] random 0113 0000 0000 a5e9d92f bf0b7a4a: urand_change_num 3392 extract_buf: pool_sig 00000113, data_sig 00000218, bytes_mixed 20 a5e9d92f bf0b7a4a
[    5.206966] random 0113 0000 0000 2ce38738 05dc97c4: urand_change_num 3393 extract_buf: pool_sig fffff9e8, data_sig fffffe1d, bytes_mixed 20 2ce38738 05dc97c4
[    5.211119] RANDOM get_random_int call with cycles 54150296032013, jiffies 4294893596 and pid 1
[    5.211377] random 0113 0000 0000 bedba20e a4c4c2e1: rand_read_num 754 get_random_bytes(16): sig fffffde5 bedba20e a4c4c2e1
[    5.211380] random 0113 0000 0000 bedba20e a4c4c2e1: extract_entropy(.. 16 ..)
[    5.211383] random 0113 0000 0000 bedba20e a4c4c2e1: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.211385] random 0113 0000 0000 bedba20e a4c4c2e1: extract_entropy(.. 16 ..)
[    5.211387] random 0113 0000 0000 bedba20e a4c4c2e1: trying to extract 128 bits from input
[    5.211389] random 0113 0000 0000 bedba20e a4c4c2e1: debiting 0 entropy credits from input
[    5.211392] random 0113 0000 0000 bedba20e a4c4c2e1: extract_entropy account returned: 0 
[    5.211395] random 0113 0000 0000 bedba20e a4c4c2e1: urand_change_num 3394 xfer_secondary_pool(16): pool_sig fffffde5, data_sig 00000000, bytes_mixed 0 bedba20e a4c4c2e1
[    5.211397] random 0113 0000 0000 bedba20e a4c4c2e1: trying to extract 128 bits from nonblocking
[    5.211400] random 0113 0000 0000 bedba20e a4c4c2e1: debiting 128 entropy credits from nonblocking (unlimited)
[    5.211402] random 0113 0000 0000 bedba20e a4c4c2e1: extract_entropy account returned: 16 
[    5.211405] random 0113 0000 0000 bedba20e a4c4c2e1: urand_change_num 3395 extract_buf: pool_sig fffffde5, data_sig 0000027b, bytes_mixed 20 bedba20e a4c4c2e1
[    5.211410] random 0113 0000 0000 bedba20e a4c4c2e1: urand_change_num 3396 extract_buf: pool_sig 00000471, data_sig ffffff6e, bytes_mixed 20 bedba20e a4c4c2e1
[    5.214931] random 0113 0000 0000 dc9f4d9d a9cc028b: rand_read_num 755 get_random_bytes(16): sig ffffffef dc9f4d9d a9cc028b
[    5.214934] random 0113 0000 0000 dc9f4d9d a9cc028b: extract_entropy(.. 16 ..)
[    5.214937] random 0113 0000 0000 dc9f4d9d a9cc028b: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.214939] random 0113 0000 0000 dc9f4d9d a9cc028b: extract_entropy(.. 16 ..)
[    5.214941] random 0113 0000 0000 dc9f4d9d a9cc028b: trying to extract 128 bits from input
[    5.214943] random 0113 0000 0000 dc9f4d9d a9cc028b: debiting 0 entropy credits from input
[    5.214945] random 0113 0000 0000 dc9f4d9d a9cc028b: extract_entropy account returned: 0 
[    5.214948] random 0113 0000 0000 dc9f4d9d a9cc028b: urand_change_num 3397 xfer_secondary_pool(16): pool_sig ffffffef, data_sig 00000000, bytes_mixed 0 dc9f4d9d a9cc028b
[    5.214951] random 0113 0000 0000 dc9f4d9d a9cc028b: trying to extract 128 bits from nonblocking
[    5.214953] random 0113 0000 0000 dc9f4d9d a9cc028b: debiting 128 entropy credits from nonblocking (unlimited)
[    5.214955] random 0113 0000 0000 dc9f4d9d a9cc028b: extract_entropy account returned: 16 
[    5.214959] random 0113 0000 0000 dc9f4d9d a9cc028b: urand_change_num 3398 extract_buf: pool_sig ffffffef, data_sig 000001b5, bytes_mixed 20 dc9f4d9d a9cc028b
[    5.214963] random 0113 0000 0000 dc9f4d9d a9cc028b: urand_change_num 3399 extract_buf: pool_sig fffffe74, data_sig ffffff8b, bytes_mixed 20 dc9f4d9d a9cc028b
[    5.215576] RANDOM get_random_int call with cycles 54150306720464, jiffies 4294893597 and pid 1
[    5.215854] random 0113 0000 0000 53ff26a6 1338fbf8: rand_read_num 756 get_random_bytes(16): sig 00000545 53ff26a6 1338fbf8
[    5.215857] random 0113 0000 0000 53ff26a6 1338fbf8: extract_entropy(.. 16 ..)
[    5.215860] random 0113 0000 0000 53ff26a6 1338fbf8: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.215862] random 0113 0000 0000 53ff26a6 1338fbf8: extract_entropy(.. 16 ..)
[    5.215864] random 0113 0000 0000 53ff26a6 1338fbf8: trying to extract 128 bits from input
[    5.215866] random 0113 0000 0000 53ff26a6 1338fbf8: debiting 0 entropy credits from input
[    5.215868] random 0113 0000 0000 53ff26a6 1338fbf8: extract_entropy account returned: 0 
[    5.215871] random 0113 0000 0000 53ff26a6 1338fbf8: urand_change_num 3400 xfer_secondary_pool(16): pool_sig 00000545, data_sig 00000000, bytes_mixed 0 53ff26a6 1338fbf8
[    5.215874] random 0113 0000 0000 53ff26a6 1338fbf8: trying to extract 128 bits from nonblocking
[    5.215876] random 0113 0000 0000 53ff26a6 1338fbf8: debiting 128 entropy credits from nonblocking (unlimited)
[    5.215878] random 0113 0000 0000 53ff26a6 1338fbf8: extract_entropy account returned: 16 
[    5.215882] random 0113 0000 0000 53ff26a6 1338fbf8: urand_change_num 3401 extract_buf: pool_sig 00000545, data_sig 000000d5, bytes_mixed 20 53ff26a6 1338fbf8
[    5.215886] random 0113 0000 0000 c09f44e7 d239e6f7: urand_change_num 3402 extract_buf: pool_sig 0000009f, data_sig 000001db, bytes_mixed 20 c09f44e7 d239e6f7
[    5.216893] RANDOM get_random_int call with cycles 54150309876878, jiffies 4294893597 and pid 1
[    5.217243] random 0113 0000 0000 c09f44e7 d239e6f7: rand_read_num 757 get_random_bytes(16): sig ffffff59 c09f44e7 d239e6f7
[    5.217246] random 0113 0000 0000 c09f44e7 d239e6f7: extract_entropy(.. 16 ..)
[    5.217249] random 0113 0000 0000 c09f44e7 d239e6f7: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.217251] random 0113 0000 0000 c09f44e7 d239e6f7: extract_entropy(.. 16 ..)
[    5.217254] random 0113 0000 0000 c09f44e7 d239e6f7: trying to extract 128 bits from input
[    5.217256] random 0113 0000 0000 c09f44e7 d239e6f7: debiting 0 entropy credits from input
[    5.217258] random 0113 0000 0000 c09f44e7 d239e6f7: extract_entropy account returned: 0 
[    5.217261] random 0113 0000 0000 c09f44e7 d239e6f7: urand_change_num 3403 xfer_secondary_pool(16): pool_sig ffffff59, data_sig 00000000, bytes_mixed 0 c09f44e7 d239e6f7
[    5.217263] random 0113 0000 0000 c09f44e7 d239e6f7: trying to extract 128 bits from nonblocking
[    5.217266] random 0113 0000 0000 c09f44e7 d239e6f7: debiting 128 entropy credits from nonblocking (unlimited)
[    5.217268] random 0113 0000 0000 c09f44e7 d239e6f7: extract_entropy account returned: 16 
[    5.217271] random 0113 0000 0000 c09f44e7 d239e6f7: urand_change_num 3404 extract_buf: pool_sig ffffff59, data_sig 00000078, bytes_mixed 20 c09f44e7 d239e6f7
[    5.217276] random 0113 0000 0000 1e10bd1d c72ca057: urand_change_num 3405 extract_buf: pool_sig fffffb0d, data_sig 000001ce, bytes_mixed 20 1e10bd1d c72ca057
[    5.219007] random 0113 0000 0000 9cc4f68c 4d159c74: rand_read_num 758 get_random_bytes(16): sig fffff889 9cc4f68c 4d159c74
[    5.219011] random 0113 0000 0000 9cc4f68c 4d159c74: extract_entropy(.. 16 ..)
[    5.219014] random 0113 0000 0000 9cc4f68c 4d159c74: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.219016] random 0113 0000 0000 9cc4f68c 4d159c74: extract_entropy(.. 16 ..)
[    5.219018] random 0113 0000 0000 9cc4f68c 4d159c74: trying to extract 128 bits from input
[    5.219021] random 0113 0000 0000 9cc4f68c 4d159c74: debiting 0 entropy credits from input
[    5.219023] random 0113 0000 0000 9cc4f68c 4d159c74: extract_entropy account returned: 0 
[    5.219026] random 0113 0000 0000 9cc4f68c 4d159c74: urand_change_num 3406 xfer_secondary_pool(16): pool_sig fffff889, data_sig 00000000, bytes_mixed 0 9cc4f68c 4d159c74
[    5.219029] random 0113 0000 0000 9cc4f68c 4d159c74: trying to extract 128 bits from nonblocking
[    5.219032] random 0113 0000 0000 9cc4f68c 4d159c74: debiting 128 entropy credits from nonblocking (unlimited)
[    5.219034] random 0113 0000 0000 9cc4f68c 4d159c74: extract_entropy account returned: 16 
[    5.219038] random 0113 0000 0000 9cc4f68c 4d159c74: urand_change_num 3407 extract_buf: pool_sig fffff889, data_sig fffffd87, bytes_mixed 20 9cc4f68c 4d159c74
[    5.219042] random 0113 0000 0000 9cc4f68c 4d159c74: urand_change_num 3408 extract_buf: pool_sig ffffff15, data_sig ffffffd8, bytes_mixed 20 9cc4f68c 4d159c74
[    5.223210] RANDOM get_random_int call with cycles 54150325028418, jiffies 4294893599 and pid 1
[    5.223498] random 0113 0000 0000 00b40f41 98404dc3: rand_read_num 759 get_random_bytes(16): sig fffffe59 00b40f41 98404dc3
[    5.223501] random 0113 0000 0000 00b40f41 98404dc3: extract_entropy(.. 16 ..)
[    5.223503] random 0113 0000 0000 00b40f41 98404dc3: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.223506] random 0113 0000 0000 00b40f41 98404dc3: extract_entropy(.. 16 ..)
[    5.223508] random 0113 0000 0000 00b40f41 98404dc3: trying to extract 128 bits from input
[    5.223510] random 0113 0000 0000 00b40f41 98404dc3: debiting 0 entropy credits from input
[    5.223512] random 0113 0000 0000 00b40f41 98404dc3: extract_entropy account returned: 0 
[    5.223515] random 0113 0000 0000 00b40f41 98404dc3: urand_change_num 3409 xfer_secondary_pool(16): pool_sig fffffe59, data_sig 00000000, bytes_mixed 0 00b40f41 98404dc3
[    5.223518] random 0113 0000 0000 00b40f41 98404dc3: trying to extract 128 bits from nonblocking
[    5.223520] random 0113 0000 0000 00b40f41 98404dc3: debiting 128 entropy credits from nonblocking (unlimited)
[    5.223522] random 0113 0000 0000 00b40f41 98404dc3: extract_entropy account returned: 16 
[    5.223526] random 0113 0000 0000 00b40f41 98404dc3: urand_change_num 3410 extract_buf: pool_sig fffffe59, data_sig fffffd83, bytes_mixed 20 00b40f41 98404dc3
[    5.223530] random 0113 0000 0000 00b40f41 98404dc3: urand_change_num 3411 extract_buf: pool_sig 0000000a, data_sig fffffd96, bytes_mixed 20 00b40f41 98404dc3
[    5.234904] random 0113 0000 0000 514ad5bf ebc667bc: rand_read_num 760 get_random_bytes(16): sig 0000006c 514ad5bf ebc667bc
[    5.234907] random 0113 0000 0000 514ad5bf ebc667bc: extract_entropy(.. 16 ..)
[    5.234910] random 0113 0000 0000 514ad5bf ebc667bc: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.234912] random 0113 0000 0000 514ad5bf ebc667bc: extract_entropy(.. 16 ..)
[    5.234914] random 0113 0000 0000 514ad5bf ebc667bc: trying to extract 128 bits from input
[    5.234916] random 0113 0000 0000 514ad5bf ebc667bc: debiting 0 entropy credits from input
[    5.234918] random 0113 0000 0000 514ad5bf ebc667bc: extract_entropy account returned: 0 
[    5.234921] random 0113 0000 0000 514ad5bf ebc667bc: urand_change_num 3412 xfer_secondary_pool(16): pool_sig 0000006c, data_sig 00000000, bytes_mixed 0 514ad5bf ebc667bc
[    5.234924] random 0113 0000 0000 514ad5bf ebc667bc: trying to extract 128 bits from nonblocking
[    5.234926] random 0113 0000 0000 514ad5bf ebc667bc: debiting 128 entropy credits from nonblocking (unlimited)
[    5.234929] random 0113 0000 0000 514ad5bf ebc667bc: extract_entropy account returned: 16 
[    5.234932] random 0113 0000 0000 514ad5bf ebc667bc: urand_change_num 3413 extract_buf: pool_sig 0000006c, data_sig fffffe0c, bytes_mixed 20 514ad5bf ebc667bc
[    5.234937] random 0113 0000 0000 755aacd1 03711f7a: urand_change_num 3414 extract_buf: pool_sig 00000476, data_sig fffffff7, bytes_mixed 20 755aacd1 03711f7a
[    5.235186] random 0113 0000 0000 755aacd1 03711f7a: rand_read_num 761 get_random_bytes(16): sig 00000248 755aacd1 03711f7a
[    5.235188] random 0113 0000 0000 755aacd1 03711f7a: extract_entropy(.. 16 ..)
[    5.235191] random 0113 0000 0000 755aacd1 03711f7a: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.235193] random 0113 0000 0000 755aacd1 03711f7a: extract_entropy(.. 16 ..)
[    5.235195] random 0113 0000 0000 755aacd1 03711f7a: trying to extract 128 bits from input
[    5.235197] random 0113 0000 0000 755aacd1 03711f7a: debiting 0 entropy credits from input
[    5.235199] random 0113 0000 0000 755aacd1 03711f7a: extract_entropy account returned: 0 
[    5.235202] random 0113 0000 0000 755aacd1 03711f7a: urand_change_num 3415 xfer_secondary_pool(16): pool_sig 00000248, data_sig 00000000, bytes_mixed 0 755aacd1 03711f7a
[    5.235204] random 0113 0000 0000 755aacd1 03711f7a: trying to extract 128 bits from nonblocking
[    5.235207] random 0113 0000 0000 755aacd1 03711f7a: debiting 128 entropy credits from nonblocking (unlimited)
[    5.235209] random 0113 0000 0000 755aacd1 03711f7a: extract_entropy account returned: 16 
[    5.235212] random 0113 0000 0000 755aacd1 03711f7a: urand_change_num 3416 extract_buf: pool_sig 00000248, data_sig 000000d5, bytes_mixed 20 755aacd1 03711f7a
[    5.235216] random 0113 0000 0000 6b5683af b5312361: urand_change_num 3417 extract_buf: pool_sig 000002ef, data_sig ffffffb5, bytes_mixed 20 6b5683af b5312361
[    5.236504] random 0113 0000 0000 426e56b0 87356414: rand_read_num 762 get_random_bytes(16): sig 0000043a 426e56b0 87356414
[    5.236507] random 0113 0000 0000 426e56b0 87356414: extract_entropy(.. 16 ..)
[    5.236519] random 0113 0000 0000 426e56b0 87356414: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.236521] random 0113 0000 0000 426e56b0 87356414: extract_entropy(.. 16 ..)
[    5.236524] random 0113 0000 0000 426e56b0 87356414: trying to extract 128 bits from input
[    5.236526] random 0113 0000 0000 426e56b0 87356414: debiting 0 entropy credits from input
[    5.236528] random 0113 0000 0000 426e56b0 87356414: extract_entropy account returned: 0 
[    5.236531] random 0113 0000 0000 426e56b0 87356414: urand_change_num 3418 xfer_secondary_pool(16): pool_sig 0000043a, data_sig 00000000, bytes_mixed 0 426e56b0 87356414
[    5.236534] random 0113 0000 0000 426e56b0 87356414: trying to extract 128 bits from nonblocking
[    5.236536] random 0113 0000 0000 426e56b0 87356414: debiting 128 entropy credits from nonblocking (unlimited)
[    5.236539] random 0113 0000 0000 426e56b0 87356414: extract_entropy account returned: 16 
[    5.236542] random 0113 0000 0000 426e56b0 87356414: urand_change_num 3419 extract_buf: pool_sig 0000043a, data_sig 00000090, bytes_mixed 20 426e56b0 87356414
[    5.236546] random 0113 0000 0000 426e56b0 87356414: urand_change_num 3420 extract_buf: pool_sig 00000394, data_sig 00000114, bytes_mixed 20 426e56b0 87356414
[    5.236741] random 0113 0000 0000 0bf4873c 6b093f96: add_disk_randomness(8:0) 0bf4873c 6b093f96
[    5.236745] random 0113 0000 0000 0bf4873c 6b093f96: add_timer_randomness(.. 8388864) with jiffies: 15911930336401874978, cycles: -2534813741602557633
[    5.236748] random 0113 0000 0000 0bf4873c 6b093f96: added 3 entropy credits to input
[    5.237068] init: alsa-restore main process (923) terminated with status 19
[    5.239408] random 0116 0000 0000 0bf4873c 6b093f96: add_disk_randomness(8:0) 0bf4873c 6b093f96
[    5.239412] random 0116 0000 0000 0bf4873c 6b093f96: add_timer_randomness(.. 8388864) with jiffies: 15939401621536956451, cycles: -2507342456467476161
[    5.239797] random 0116 0000 0000 0bf4873c 6b093f96: rand_read_num 763 get_random_bytes(16): sig fffffd39 0bf4873c 6b093f96
[    5.239800] random 0116 0000 0000 0bf4873c 6b093f96: extract_entropy(.. 16 ..)
[    5.239803] random 0116 0000 0000 0bf4873c 6b093f96: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.239805] random 0116 0000 0000 0bf4873c 6b093f96: extract_entropy(.. 16 ..)
[    5.239808] random 0116 0000 0000 0bf4873c 6b093f96: trying to extract 128 bits from input
[    5.239810] random 0116 0000 0000 0bf4873c 6b093f96: debiting 0 entropy credits from input
[    5.239812] random 0116 0000 0000 0bf4873c 6b093f96: extract_entropy account returned: 0 
[    5.239824] random 0116 0000 0000 0bf4873c 6b093f96: urand_change_num 3421 xfer_secondary_pool(16): pool_sig fffffd39, data_sig 00000000, bytes_mixed 0 0bf4873c 6b093f96
[    5.239827] random 0116 0000 0000 0bf4873c 6b093f96: trying to extract 128 bits from nonblocking
[    5.239830] random 0116 0000 0000 0bf4873c 6b093f96: debiting 128 entropy credits from nonblocking (unlimited)
[    5.239832] random 0116 0000 0000 0bf4873c 6b093f96: extract_entropy account returned: 16 
[    5.239835] random 0116 0000 0000 0bf4873c 6b093f96: urand_change_num 3422 extract_buf: pool_sig fffffd39, data_sig ffffffe3, bytes_mixed 20 0bf4873c 6b093f96
[    5.239840] random 0116 0000 0000 0bf4873c 6b093f96: urand_change_num 3423 extract_buf: pool_sig fffffc9f, data_sig 000001ca, bytes_mixed 20 0bf4873c 6b093f96
[    5.241146] random 0116 0000 0000 cbdcae46 232b8840: rand_read_num 764 get_random_bytes(16): sig ffffffa1 cbdcae46 232b8840
[    5.241150] random 0116 0000 0000 cbdcae46 232b8840: extract_entropy(.. 16 ..)
[    5.241152] random 0116 0000 0000 cbdcae46 232b8840: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.241155] random 0116 0000 0000 cbdcae46 232b8840: extract_entropy(.. 16 ..)
[    5.241157] random 0116 0000 0000 cbdcae46 232b8840: trying to extract 128 bits from input
[    5.241159] random 0116 0000 0000 cbdcae46 232b8840: debiting 0 entropy credits from input
[    5.241161] random 0116 0000 0000 cbdcae46 232b8840: extract_entropy account returned: 0 
[    5.241164] random 0116 0000 0000 cbdcae46 232b8840: urand_change_num 3424 xfer_secondary_pool(16): pool_sig ffffffa1, data_sig 00000000, bytes_mixed 0 cbdcae46 232b8840
[    5.241167] random 0116 0000 0000 cbdcae46 232b8840: trying to extract 128 bits from nonblocking
[    5.241169] random 0116 0000 0000 cbdcae46 232b8840: debiting 128 entropy credits from nonblocking (unlimited)
[    5.241171] random 0116 0000 0000 cbdcae46 232b8840: extract_entropy account returned: 16 
[    5.241175] random 0116 0000 0000 cbdcae46 232b8840: urand_change_num 3425 extract_buf: pool_sig ffffffa1, data_sig ffffff9f, bytes_mixed 20 cbdcae46 232b8840
[    5.241179] random 0116 0000 0000 6a85ee3a 7323f62d: urand_change_num 3426 extract_buf: pool_sig 00000320, data_sig ffffff57, bytes_mixed 20 6a85ee3a 7323f62d
[    5.241584] random 0116 0000 0000 6a85ee3a 7323f62d: rand_read_num 765 get_random_bytes(16): sig 00000180 6a85ee3a 7323f62d
[    5.241587] random 0116 0000 0000 6a85ee3a 7323f62d: extract_entropy(.. 16 ..)
[    5.241591] random 0116 0000 0000 6a85ee3a 7323f62d: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.241594] random 0116 0000 0000 6a85ee3a 7323f62d: extract_entropy(.. 16 ..)
[    5.241597] random 0116 0000 0000 6a85ee3a 7323f62d: trying to extract 128 bits from input
[    5.241600] random 0116 0000 0000 6a85ee3a 7323f62d: debiting 0 entropy credits from input
[    5.241603] random 0116 0000 0000 6a85ee3a 7323f62d: extract_entropy account returned: 0 
[    5.241606] random 0116 0000 0000 6a85ee3a 7323f62d: urand_change_num 3427 xfer_secondary_pool(16): pool_sig 00000180, data_sig 00000000, bytes_mixed 0 6a85ee3a 7323f62d
[    5.241610] random 0116 0000 0000 6a85ee3a 7323f62d: trying to extract 128 bits from nonblocking
[    5.241613] random 0116 0000 0000 6a85ee3a 7323f62d: debiting 128 entropy credits from nonblocking (unlimited)
[    5.241616] random 0116 0000 0000 6a85ee3a 7323f62d: extract_entropy account returned: 16 
[    5.241620] random 0116 0000 0000 6a85ee3a 7323f62d: urand_change_num 3428 extract_buf: pool_sig 00000180, data_sig ffffff7a, bytes_mixed 20 6a85ee3a 7323f62d
[    5.241627] random 0116 0000 0000 9f8f0502 ed14f8c0: urand_change_num 3429 extract_buf: pool_sig fffffd94, data_sig fffffffe, bytes_mixed 20 9f8f0502 ed14f8c0
[    5.242110] RANDOM get_random_int call with cycles 54150370351209, jiffies 4294893603 and pid 1
[    5.242458] random 0116 0000 0000 bf3000e1 01858c4c: rand_read_num 766 get_random_bytes(16): sig fffffd63 bf3000e1 01858c4c
[    5.242460] random 0116 0000 0000 bf3000e1 01858c4c: extract_entropy(.. 16 ..)
[    5.242463] random 0116 0000 0000 bf3000e1 01858c4c: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.242465] random 0116 0000 0000 bf3000e1 01858c4c: extract_entropy(.. 16 ..)
[    5.242468] random 0116 0000 0000 bf3000e1 01858c4c: trying to extract 128 bits from input
[    5.242470] random 0116 0000 0000 bf3000e1 01858c4c: debiting 0 entropy credits from input
[    5.242472] random 0116 0000 0000 bf3000e1 01858c4c: extract_entropy account returned: 0 
[    5.242475] random 0116 0000 0000 bf3000e1 01858c4c: urand_change_num 3430 xfer_secondary_pool(16): pool_sig fffffd63, data_sig 00000000, bytes_mixed 0 bf3000e1 01858c4c
[    5.242477] random 0116 0000 0000 bf3000e1 01858c4c: trying to extract 128 bits from nonblocking
[    5.242480] random 0116 0000 0000 bf3000e1 01858c4c: debiting 128 entropy credits from nonblocking (unlimited)
[    5.242482] random 0116 0000 0000 bf3000e1 01858c4c: extract_entropy account returned: 16 
[    5.242485] random 0116 0000 0000 bf3000e1 01858c4c: urand_change_num 3431 extract_buf: pool_sig fffffd63, data_sig ffffffde, bytes_mixed 20 bf3000e1 01858c4c
[    5.242489] random 0116 0000 0000 bf3000e1 01858c4c: urand_change_num 3432 extract_buf: pool_sig 000001f2, data_sig ffffffdd, bytes_mixed 20 bf3000e1 01858c4c
[    5.243016] random 0116 0000 0000 6b9c5f5a cd2c3d70: add_disk_randomness(8:0) 6b9c5f5a cd2c3d70
[    5.243021] random 0116 0000 0000 6b9c5f5a cd2c3d70: add_timer_randomness(.. 8388864) with jiffies: 15976566596319502372, cycles: -2470177481684930241
[    5.243128] random 0116 0000 0000 6b9c5f5a cd2c3d70: rand_read_num 767 get_random_bytes(16): sig fffffe8f 6b9c5f5a cd2c3d70
[    5.243131] random 0116 0000 0000 6b9c5f5a cd2c3d70: extract_entropy(.. 16 ..)
[    5.243133] random 0116 0000 0000 6b9c5f5a cd2c3d70: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.243135] random 0116 0000 0000 6b9c5f5a cd2c3d70: extract_entropy(.. 16 ..)
[    5.243138] random 0116 0000 0000 6b9c5f5a cd2c3d70: trying to extract 128 bits from input
[    5.243140] random 0116 0000 0000 6b9c5f5a cd2c3d70: debiting 0 entropy credits from input
[    5.243142] random 0116 0000 0000 6b9c5f5a cd2c3d70: extract_entropy account returned: 0 
[    5.243145] random 0116 0000 0000 6b9c5f5a cd2c3d70: urand_change_num 3433 xfer_secondary_pool(16): pool_sig fffffe8f, data_sig 00000000, bytes_mixed 0 6b9c5f5a cd2c3d70
[    5.243147] random 0116 0000 0000 6b9c5f5a cd2c3d70: trying to extract 128 bits from nonblocking
[    5.243150] random 0116 0000 0000 6b9c5f5a cd2c3d70: debiting 128 entropy credits from nonblocking (unlimited)
[    5.243152] random 0116 0000 0000 6b9c5f5a cd2c3d70: extract_entropy account returned: 16 
[    5.243155] random 0116 0000 0000 6b9c5f5a cd2c3d70: urand_change_num 3434 extract_buf: pool_sig fffffe8f, data_sig fffffe7f, bytes_mixed 20 6b9c5f5a cd2c3d70
[    5.243160] random 0116 0000 0000 6b9c5f5a cd2c3d70: urand_change_num 3435 extract_buf: pool_sig 0000022c, data_sig 00000199, bytes_mixed 20 6b9c5f5a cd2c3d70
[    5.244318] random 0116 0000 0000 a2ed4200 55d611d6: rand_read_num 768 get_random_bytes(16): sig ffffffec a2ed4200 55d611d6
[    5.244320] random 0116 0000 0000 a2ed4200 55d611d6: extract_entropy(.. 16 ..)
[    5.244323] random 0116 0000 0000 a2ed4200 55d611d6: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.244325] random 0116 0000 0000 a2ed4200 55d611d6: extract_entropy(.. 16 ..)
[    5.244327] random 0116 0000 0000 a2ed4200 55d611d6: trying to extract 128 bits from input
[    5.244329] random 0116 0000 0000 a2ed4200 55d611d6: debiting 0 entropy credits from input
[    5.244331] random 0116 0000 0000 a2ed4200 55d611d6: extract_entropy account returned: 0 
[    5.244334] random 0116 0000 0000 a2ed4200 55d611d6: urand_change_num 3436 xfer_secondary_pool(16): pool_sig ffffffec, data_sig 00000000, bytes_mixed 0 a2ed4200 55d611d6
[    5.244337] random 0116 0000 0000 a2ed4200 55d611d6: trying to extract 128 bits from nonblocking
[    5.244339] random 0116 0000 0000 a2ed4200 55d611d6: debiting 128 entropy credits from nonblocking (unlimited)
[    5.244342] random 0116 0000 0000 a2ed4200 55d611d6: extract_entropy account returned: 16 
[    5.244345] random 0116 0000 0000 a2ed4200 55d611d6: urand_change_num 3437 extract_buf: pool_sig ffffffec, data_sig 0000009f, bytes_mixed 20 a2ed4200 55d611d6
[    5.244349] random 0116 0000 0000 e6da231e 739d4760: urand_change_num 3438 extract_buf: pool_sig fffffd38, data_sig 00000001, bytes_mixed 20 e6da231e 739d4760
[    5.246118] random 0116 0000 0000 e6da231e 739d4760: rand_read_num 769 get_random_bytes(16): sig 00000142 e6da231e 739d4760
[    5.246121] random 0116 0000 0000 e6da231e 739d4760: extract_entropy(.. 16 ..)
[    5.246124] random 0116 0000 0000 e6da231e 739d4760: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.246126] random 0116 0000 0000 e6da231e 739d4760: extract_entropy(.. 16 ..)
[    5.246128] random 0116 0000 0000 e6da231e 739d4760: trying to extract 128 bits from input
[    5.246131] random 0116 0000 0000 e6da231e 739d4760: debiting 0 entropy credits from input
[    5.246133] random 0116 0000 0000 e6da231e 739d4760: extract_entropy account returned: 0 
